x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y
0.126503744733597,0.477705625315217,0.313474584563693,0.514385609879155,0.743749970152341,0.234681040966614,0.67199694385243,0.270976012966341,0.51926685918001,0.361153363478801,0.415341417514711,0.571807022246961,0.281179915467655,0.814373561580152,0.52717183042542,0.550690934435423,0.021508912451408,0.028173396865281,0.837283224115328,0.2617030430897,4.07712776387578
0.121589786004796,0.483381172058323,0.724387489118801,0.818555901719535,0.872478804737319,0.441711089128378,0.795639882844325,0.474486145371988,0.157816863507779,0.251904088015617,0.757806168297929,0.403155377525288,0.372761551030846,0.226465192115915,0.002351293213294,0.089564495930415,0.913373873238768,0.911583869531495,0.784988003647978,0.035362400995413,4.98125156829664
0.698550594440684,0.036946821211899,0.723720564548901,0.459920657001801,0.602351488791313,0.560279006490598,0.028867155002313,0.414398474659186,0.104539772710054,0.906528180032122,0.642367238282277,0.960673505640588,0.529908647577533,0.911472715190617,0.828246204677841,0.468373408710146,0.582552148393562,0.527381883577037,0.470914529708503,0.756324426816706,6.64969778501307
0.198011215519951,0.724937782415927,0.713586197855207,0.493570468976098,0.812774142124744,0.665962247749672,0.496994221171424,0.145470468114786,0.929903020748294,0.299357126165141,0.020345962127234,0.370109302688,0.862205592039229,0.275417389048589,0.717373854188717,0.265628537428169,0.952449842809764,0.387912568586415,0.477726878273358,0.566269264830918,6.03429244889471
0.160673963331718,0.462549129018762,0.399120372135686,0.062895055632544,0.933785181936508,0.942119541760504,0.26911535247233,0.780800576566478,0.452808231802638,0.047895777715066,0.171027596866319,0.766598188912316,0.838161518549321,0.35165395511375,0.207322592586085,0.760389933787952,0.860969888970418,0.993952331820668,0.417980548629648,0.991002845714098,7.58846055356829
0.583535742255299,0.087564226949186,0.506718992982782,0.737407211210043,0.924298680311794,0.236484305537973,0.701134005078408,0.514798376965663,0.426070250686344,0.822616196867395,0.022230633161929,0.17020067065023,0.536954241147427,0.170307060997223,0.743568839956088,0.31260789579001,0.050907330665349,0.367174240498603,0.740683740890044,0.124760288874635,4.03478509550088
0.730689122885554,0.758396052306518,0.80661005937332,0.520604788760294,0.044721017077454,0.441610930441843,0.506967445638566,0.78789739382212,0.826095498243893,0.373088680810339,0.52316586186313,0.186073143860197,0.013451133036029,0.528555589227195,0.838596090405668,0.530875128476932,0.849343995352591,0.220952266144307,0.560834462945196,0.729555496126601,7.49201779600679
0.764110611958777,0.464335028697724,0.17509051473751,0.800033878509362,0.447434658855408,0.130920360299575,0.123830224437425,0.441975326717846,0.051950771542283,0.114532298909518,0.382907517230476,0.493915210557192,0.802269127092205,0.868960116809409,0.93696536318892,0.98223959471206,0.308255885648301,0.794826171638854,0.706205301632238,0.286941159347334,6.67635303862867
0.730075001605628,0.932925324127953,0.90332309384501,0.878335845990493,0.214799526761651,0.975162052953656,0.262068810754825,0.082442530636979,0.279507120135349,0.29323610704541,0.962195043137213,0.851405868647193,0.425985251364723,0.229884974654547,0.130236199504528,0.428687538520406,0.650259036724661,0.360135968113161,0.31165344122016,0.894606984886046,9.71516155962084
0.102214154619945,0.6149385044104,0.561207690598368,0.799146855171745,0.656555203119042,0.385928699293671,0.072077590470699,0.231162789597722,0.604240237592726,0.770762627112319,0.352255655731729,0.427649080490323,0.8696967334448,0.525454537373578,0.305472763515746,0.502494962694003,0.765945413650364,0.504346316909967,0.00583432636681,0.413876525958038,6.31372713384554
